01,001,CHATILLON-EN-MICHAILLE,01200,40091,VECT
01,001,CHATILLON-LA-PALUD,01320,41092,VECT
01,001,CHATILLON-SUR-CHALARONNE,01400,41093,VECT
01,001,CHAVANNES-SUR-REYSSOUZE,01190,42094,VECT
01,001,CHAVANNES-SUR-SURAN,01250,42095,VECT
01,001,CHAVEYRIAT,01660,41096,VECT
01,001,CHAVORNAY,01510,40097,VECT
01,001,CHAZEY-BONS,01300,40098,VECT
01,001,CHAZEY-SUR-AIN,01150,40099,VECT
01,001,CHEIGNIEU-LA-BALME,01510,40100,VECT
01,001,CHEVILLARD,01430,40101,VECT
01,001,CHEVROUX,01190,42102,VECT
01,001,CHEVRY,01170,40103,VECT
01,001,CHEZERY-FORENS,01410,40104,VECT
01,001,CIVRIEUX,01390,41105,VECT
01,001,CIZE,01250,42106,VECT
01,001,CLEYZIEU,01230,40107,VECT
01,001,COLIGNY,01270,42108,VECT
01,001,COLLONGES,01550,40109,VECT
01,001,COLOMIEU,01300,40110,VECT
01,001,CONAND,01230,40111,VECT
01,001,CONDAMINE-LA-DOYE,01430,40112,VECT
01,001,CONDEISSIAT,01400,41113,VECT
01,001,CONFORT,01200,40114,VECT
01,001,CONFRANCON,01310,42115,VECT
01,001,CONTREVOZ,01300,40116,VECT
01,001,CONZIEU,01300,40117,VECT
01,001,CORBONOD,01420,40118,VECT
01,001,CORCELLES,01110,40119,VECT
01,001,CORLIER,01110,40121,VECT
01,001,CORMARANCHE-EN-BUGEY,01110,40122,VECT
01,001,CORMORANCHE-SUR-SAONE,01290,42123,VECT
01,001,CORMOZ,01560,42124,VECT
01,001,CORVEISSIAT,01250,42125,VECT
01,001,COURMANGOUX,01370,42127,VECT
01,001,COURTES,01560,42128,VECT
01,001,CRANS,01320,41129,VECT
01,001,CRAS-SUR-REYSSOUZE,01340,42130,VECT
01,001,CRESSIN-ROCHEFORT,01350,40133,VECT
01,001,CROTTET,01290,42134,VECT
01,001,CROZET,01170,40135,VECT
01,001,CRUZILLES-LES-MEPILLAT,01290,42136,VECT
01,001,CULOZ,01350,40138,VECT
01,001,CURCIAT-DONGALON,01560,42139,VECT
01,001,CURTAFOND,01310,42140,VECT
01,001,CUZIEU,01300,40141,VECT
01,001,DAGNEUX,01120,41142,VECT
01,001,DIVONNE-LES-BAINS,01220,40143,VECT
01,001,DOMMARTIN,01380,42144,VECT
01,001,DOMPIERRE-SUR-CHALARONNE,01400,41146,VECT
01,001,DOMPIERRE-SUR-VEYLE,01240,42145,VECT
01,001,DOMSURE,01270,42147,VECT
01,001,DORTAN,01590,40148,VECT
01,001,DOUVRES,01500,40149,VECT
01,001,DROM,01250,42150,VECT
01,001,DRUILLAT,01160,42151,VECT
01,001,ECHALLON,01130,40152,VECT
01,001,ECHENEVEX,01170,40153,VECT
01,001,ETREZ,01340,42154,VECT
01,001,EVOSGES,01230,40155,VECT
01,001,FARAMANS,01800,41156,VECT
01,001,FAREINS,01480,41157,VECT
01,001,FARGES,01550,40158,VECT
01,001,FEILLENS,01570,42159,VECT
01,001,FERNEY-VOLTAIRE,01210,40160,VECT
01,001,FLAXIEU,01350,40162,VECT
01,001,FOISSIAT,01340,42163,VECT
01,001,FRANCHELEINS,01090,41165,VECT
01,001,FRANS,01480,41166,VECT
01,001,GARNERANS,01140,42167,VECT
01,001,GENOUILLEUX,01090,42169,VECT
01,001,GEOVREISSET,01100,40171,VECT
01,001,GERMAGNAT,01250,42172,VECT
01,001,GEX,01170,40173,VECT
01,001,GIRON,01130,40174,VECT
01,001,GORREVOD,01190,42175,VECT
01,001,GRAND-ABERGEMENT (LE),01260,40176,VECT
01,001,GRAND-CORENT,01250,42177,VECT
01,001,GRIEGES,01290,42179,VECT
01,001,GRILLY,01220,40180,VECT
01,001,GROISSIAT,01100,40181,VECT
01,001,GROSLEE,01680,40182,VECT
01,001,GUEREINS,01090,42183,VECT
01,001,HAUTECOURT-ROMANECHE,01250,42184,VECT
01,001,HAUTEVILLE-LOMPNES,01110,40185,VECT
01,001,HOSTIAZ,01110,40186,VECT
01,001,HOTONNES,01260,40187,VECT
01,001,ILLIAT,01140,42188,VECT
01,001,INJOUX-GENISSIAT,01200,40189,VECT
01,001,INNIMOND,01680,40190,VECT
01,001,IZENAVE,01430,40191,VECT
01,001,IZERNORE,01580,40192,VECT
01,001,IZIEU,01300,40193,VECT
01,001,JASSANS-RIOTTIER,01480,41194,VECT
01,001,JASSERON,01250,42195,VECT
01,001,JAYAT,01340,42196,VECT
01,001,JOURNANS,01250,42197,VECT
01,001,JOYEUX,01800,41198,VECT
01,001,JUJURIEUX,01640,40199,VECT
01,001,LA BOISSE,01120,41049,VECT
01,001,LA BURBANCHE,01510,40066,VECT
01,001,LA CHAPELLE DU CHATELARD,01240,41085,VECT
01,001,LA TRANCLIERE,01160,42425,VECT
01,001,LABALME,01450,40200,VECT
01,001,L&#039;ABERGEMENT-CLEMENCIA,01400,41001,VECT
01,001,LAGNIEU,01150,40202,VECT
01,001,LAIZ,01290,42203,VECT
01,001,LALLEYRIAT,01130,40204,VECT
01,001,LANCRANS,01200,40205,VECT
01,001,LANTENAY,01430,40206,VECT
01,001,LAPEYROUSE,01330,41207,VECT
01,001,LAVOURS,01350,40208,VECT
01,001,LE MONTELLIER,01800,41260,VECT
01,001,LE PLANTAY,01330,41299,VECT
01,001,LE POIZAT,01130,40300,VECT
01,001,LEAZ,01200,40209,VECT
01,001,LELEX,01410,40210,VECT
01,001,LENT,01240,42211,VECT
01,001,LES NEYROLLES,01130,40274,VECT
01,001,LESCHEROUX,01560,42212,VECT
01,001,LEYMENT,01150,40213,VECT
01,001,LEYSSARD,01450,40214,VECT
01,001,LHOPITAL,01420,40215,VECT
01,001,LHUIS,01680,40216,VECT
01,001,LOCHIEU,01260,40218,VECT
